Year,Date,,Version,Release,Changes,By,,Type,General,General Category,,
2016,13/10/2016,3.5,3.5,MINOR,TypeUtils.ParameterizedType#equals doesn't work with wildcard types. Fixes LANG-1114. Thanks to Andy Coates.,britter,,,Fix wrong implementation,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,"Add rotate(string, int) method to StringUtils. Fixes LANG-1119. Thanks to Loic Guibert.",britter,,,Add method,Add support for a new feature,,
2016,13/10/2016,3.5,3.5,MINOR,"StringUtils.repeat('z', -1) throws NegativeArraySizeException. Fixes LANG-1118. Thanks to Loic Guibert.",britter,exception,NegativeArraySizeException,Handle exception,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,Add swap and shift operations for arrays to ArrayUtils. Fixes LANG-1099. Thanks to Adrian Ber.,britter,,,Add method,Add support for a new feature,,
2016,13/10/2016,3.5,3.5,MINOR,"TypeUtils.parameterizeWithOwner - wrong format descriptor for ""invalid number of type parameters"". Fixes LANG-979. Thanks to Bruno P. Kinoshita.",britter,,,Fix wrong implementation,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,MultilineRecursiveToStringStyle largely unusable due to being package-private. Fixes LANG-1112.,britter,,,Fix inconsistency,Code redesign,,
2016,13/10/2016,3.5,3.5,MINOR,StringUtils.uncapitalize performance improvement. Fixes LANG-1058. Thanks to Leo Wang.,djones,,,Code refinement,Performance improvement,,
2016,13/10/2016,3.5,3.5,MINOR,CharSet.getInstance documentation does not clearly explain how to include negation character in set. Fixes LANG-1069. Thanks to Arno Noordover.,djones,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2016,13/10/2016,3.5,3.5,MINOR,Change nullToEmpty methods to generics. Fixes LANG-1050. Thanks to James Sawle.,djones,,Make method generic,Change implementation,Code redesign,,
2016,13/10/2016,3.5,3.5,MINOR,Fix FindBugs warnings in DurationFormatUtils. Fixes LANG-1111.,chas,,,Fix warnings,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,Add a method to ArrayUtils for removing all occurrences of a given element. Fixes LANG-1074. Thanks to Haiyang Li.,djones,,,Add method,Add support for a new feature,,
2016,13/10/2016,3.5,3.5,MINOR,Fix parsing edge cases in FastDateParser. Fixes LANG-1107.,chas,,,Fix wrong implementation,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,StringUtils#equals fails with Index OOBE on non-Strings with identical leading prefix. Fixes LANG-1162.,sebb,,,Fix wrong implementation,Bug fix,,
2016,13/10/2016,3.5,3.5,MINOR,There are no tests for CharSequenceUtils.regionMatches. Fixes LANG-1163.,sebb,Test,,Increase test coverage,Quality assurance,,
2016,13/10/2016,3.5,3.5,MINOR,StringUtils.ordinalIndexOf: Add missing right parenthesis in Javadoc example. Fixes LANG-1200. Thanks to BarkZhang.,ggregory,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2016,13/10/2016,3.5,3.5,MINOR,"Incorrect Javadoc StringUtils.containsAny(CharSequence, CharSequence...). Fixes LANG-1191. Thanks to qed, Brent Worden, Gary Gregory.",ggregory,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2016,13/10/2016,3.5,3.5,MINOR,Added new property IS_OS_MAC_OSX_EL_CAPITAN in SystemUtils Thanks to Jake Wang.,ebourg,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,,,,,,,,
2014,06/04/2014,3.4,3.4,MINOR,Support OS X versions in SystemUtils. Fixes LANG-821. Thanks to Timo Kockert.,britter,,Add constant for OS,Add constants/variables,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,"SystemUtils.IS_OS_WINDOWS_2008, VISTA are incorrect. Fixes LANG-794. Thanks to Timo Kockert.",britter,,"SystemUtils.IS_OS_WINDOWS_2008, VISTA are incorrect",Fix declaration,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Parse test fails for TimeZone America/Sao_Paulo. Fixes LANG-1104.,chas,Test,,Fix failing tests,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Add SystemUtils.IS_JAVA_1_9. Fixes LANG-1103.,britter,,,Add constants/variables,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Make logic for comparing OS versions in SystemUtils smarter. Fixes LANG-1102.,britter,,,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,Shutdown thread pools in test cases. Fixes LANG-1091. Thanks to Fabian Lange.,britter,,Shutdown thread pools in test cases,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,FastDateParser and FastDatePrinter support 'X' format. Fixes LANG-1101.,chas,,Adapt to newer Java version,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Avoid memory allocation when using date formating to StringBuffer. Fixes LANG-1100. Thanks to mbracher.,chas,,,Avoid unnecessary allocation,Memory improvement,,
2014,06/04/2014,3.4,3.4,MINOR,"Possible performance improvement on string escape functions. Fixes LANG-935. Thanks to Fabian Lange, Thomas Neidhart.",britter,,,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,Exception while using ExtendedMessageFormat and escaping braces. Fixes LANG-948. Thanks to Andrey Khobnya.,britter,exception,IllegalArgumentException,Handle exception,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"Avoid String allocation in StrBuilder.append(CharSequence). Fixes LANG-1098. Thanks to Mikhail Mazurskiy, Fabian Lange.",britter,,,Avoid unnecessary allocation,Memory improvement,,
2014,06/04/2014,3.4,3.4,MINOR,Update maven-checkstyle-plugin to 2.14. Fixes LANG-1098. Thanks to Michał Kordas.,britter,,,Bump version numbers,Update dependency,,
2014,06/04/2014,3.4,3.4,MINOR,Update org.easymock:easymock to 3.3.1. Fixes LANG-1097. Thanks to Michał Kordas.,britter,,,Bump version numbers,Update dependency,,
2014,06/04/2014,3.4,3.4,MINOR,Update maven-pmd-plugin to 3.4. Fixes LANG-1096. Thanks to Michał Kordas.,britter,,,Bump version numbers,Update dependency,,
2014,06/04/2014,3.4,3.4,MINOR,Update maven-antrun-plugin to 1.8. Fixes LANG-1095. Thanks to Michał Kordas.,britter,,,Bump version numbers,Update dependency,,
2014,06/04/2014,3.4,3.4,MINOR,Wrong formating of time zones with daylight saving time in FastDatePrinter. Fixes LANG-1092.,britter,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Performance improvements for StringEscapeUtils. Fixes LANG-877. Thanks to Fabian Lange.,britter,,,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,Add ClassUtils.getAbbreviatedName(). Fixes LANG-1093. Thanks to Fabian Lange.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,FastDateParser does not set error indication in ParsePosition. Fixes LANG-1090.,sebb,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,FastDateParser does not handle excess hours as per SimpleDateFormat. Fixes LANG-1089.,sebb,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,FastDateParser error - timezones not handled correctly. Fixes LANG-1061. Thanks to dmeneses.,sebb,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,NumberUtils#createNumber() returns positive BigDecimal when negative Float is expected. Fixes LANG-1087. Thanks to Renat Zhilkibaev.,britter,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"DiffBuilder.append(String, Object left, Object right) does not do a left.equals(right) check. Fixes LANG-1081. Thanks to Jonathan Baker.",britter,,"DiffBuilder.append(String, Object left, Object right) does not do a left.equals(right) check",Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,StrSubstitutor.replaceSystemProperties does not work consistently. Fixes LANG-1055. Thanks to Jonathan Baker.,britter,,,Fix inconsistency,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"Add option to disable the ""objectsTriviallyEqual"" test in DiffBuilder. Fixes LANG-1082. Thanks to Jonathan Baker.",britter,,,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Add (T) casts to get unit tests to pass in old JDK. Fixes LANG-1083. Thanks to Jonathan Baker.,britter,,Adapt to older Java version,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Add JsonToStringStyle implementation to ToStringStyle. Fixes LANG-1015. Thanks to Thiago Andrade.,britter,,,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Add NoClassNameToStringStyle implementation of ToStringStyle. Fixes LANG-1080. Thanks to Innokenty Shuvalov.,britter,,,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,"Fix wrong examples in Javadoc of StringUtils.replaceEachRepeatedly(...), StringUtils.replaceEach(...). Fixes LANG-1071. Thanks to Arno Noordover.",britter,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,"Add StringUtils.containsAny(CharSequence, CharSequence...) method. Fixes LANG-883. Thanks to Daniel Stewart.",britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Read wrong component type of array in add in ArrayUtils. Fixes LANG-1073. Thanks to haiyang li.,kinow,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"StringUtils.ordinalIndexOf(""aaaaaa"", ""aa"", 2) != 3 in StringUtils. Fixes LANG-1077. Thanks to haiyang li.",kinow,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"Duplicated ""0x"" check in createBigInteger in NumberUtils. Fixes LANG-1072. Thanks to haiyang li.",sebb,,Remove redundant if-statement,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,StringUtils.abbreviate description doesn't agree with the examples. Fixes LANG-1064. Thanks to B.J. Herbison.,djones,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,Multiline recursive to string style. Fixes LANG-1052. Thanks to Jan Matèrne.,britter,,Multiline recursive to string style,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Add isSorted() to ArrayUtils. Fixes LANG-536. Thanks to James Sawle.,djones,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Fix MethodUtilsTest so it does not depend on JDK method ordering. Fixes LANG-1041. Thanks to Alexandre Bartel.,britter,,Fix method order dependency,Fix failing tests,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,CompareToBuilder's doc doesn't specify precedence of fields it uses in performing comparisons. Fixes LANG-827.,djones,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,ParseException when trying to parse UTC dates with Z as zone designator using DateFormatUtils.ISO_DATETIME_TIME_ZONE_FORMAT. Fixes LANG-1000.,djones,exception,ParseException,Handle exception,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Javadoc for EqualsBuilder.reflectionEquals() is unclear. Fixes LANG-1035.,djones,JavaDoc,Clarify JavaDoc,Clarify documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,Improve performance of normalize space. Fixes LANG-1020. Thanks to Libor Ondrusek.,britter,,,Code refinement,Performance improvement,,
2014,06/04/2014,3.4,3.4,MINOR,"Add StringUtils.countMatches(CharSequence, char). Fixes LANG-1033.",ggregory,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,org.apache.commons.lang3.SystemUtils#isJavaVersionAtLeast should return true by default. Fixes LANG-1027.,rmannibucau,,,Fix wrong default value,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,Provide methods to retrieve all fields/methods annotated with a specific type. Fixes LANG-1021. Thanks to Alexander Müller.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Bring static method references in StringUtils to consistent style. Fixes LANG-1026. Thanks to Alex Yursha.,britter,,,Stylistic improvement,Maintainability improvement,,
2014,06/04/2014,3.4,3.4,MINOR,NumberUtils#isParsable method(s). Fixes LANG-1016. Thanks to Juan Pablo Santos Rodríguez.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Use non-ASCII digits in Javadoc examples for StringUtils.isNumeric. Fixes LANG-1017. Thanks to Christoph Schneegans.,britter,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,Change min/max methods in NumberUtils/IEEE754rUtils from array input parameters to varargs. Fixes LANG-1008. Thanks to Thiago Andrade.,britter,,Change implementation,Code refactoring,Maintainability improvement,,
2014,06/04/2014,3.4,3.4,MINOR,Add fuzzy String matching logic to StringUtils. Fixes LANG-999. Thanks to Ben Ripkens.,britter,,String matching algorithm,Add functionality,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Add wrap (with String or char) to StringUtils. Fixes LANG-1006. Thanks to Thiago Andrade.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Extend DurationFormatUtils#formatDurationISO default pattern to match #formatDurationHMS. Fixes LANG-1005. Thanks to Michael Osipov.,britter,,,Fix inconsistency,Code redesign,,
2014,06/04/2014,3.4,3.4,MINOR,Fixing NumberUtils JAVADoc comments for max methods. Fixes LANG-1007. Thanks to Thiago Andrade.,britter,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,Better Javadoc for BitField class. Fixes LANG-731.,djones,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,DurationFormatUtils#formatDurationHMS implementation does not correspond to Javadoc and vice versa. Fixes LANG-1004. Thanks to Michael Osipov.,britter,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,DurationFormatUtils are not able to handle negative durations/periods. Fixes LANG-1003.,britter,,,Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,ISO 8601 misspelled throughout the Javadocs. Fixes LANG-1001. Thanks to Michael Osipov.,ggregory,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,Add zero copy read method to StrBuilder. Fixes LANG-994. Thanks to Mikhail Mazursky.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Add zero copy write method to StrBuilder. Fixes LANG-993. Thanks to Mikhail Mazursky.,britter,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,Javadoc is not clear on preferred pattern to instantiate FastDateParser / FastDatePrinter. Fixes LANG-998.,chas,JavaDoc,Clarify JavaDoc,Clarify documentation,Documentation,,
2014,06/04/2014,3.4,3.4,MINOR,FastDateParser should be case insensitive. Fixes LANG-1088.,chas,,,Fix inconsistency,Code redesign,,
2014,06/04/2014,3.4,3.4,MINOR,Fix bug with stripping spaces on last line in WordUtils.wrap(). Fixes LANG-995. Thanks to Andrey Khobnya.,britter,,Fix bug with stripping spaces on last line in WordUtils.wrap(),Fix wrong implementation,Bug fix,,
2014,06/04/2014,3.4,3.4,MINOR,"Add method org.apache.commons.lang3.reflect.MethodUtils.invokeExactMethod(Object, String). Fixes LANG-1044.",ggregory,,,Add method,Add support for a new feature,,
2014,06/04/2014,3.4,3.4,MINOR,"Add method org.apache.commons.lang3.reflect.MethodUtils.invokeMethod(Object, String). Fixes LANG-1045.",ggregory,,,Add method,Add support for a new feature,,
2014,09/04/2014,3.3,3.3.2,PATCH,,,,,,,,
2014,09/04/2014,3.3,3.3.2,PATCH,"NumberUtils#isNumber() returns false for ""0.0"", ""0.4790"", et al. Fixes LANG-992.",niallp,,,Fix wrong implementation,Bug fix,,
2014,09/04/2014,3.3,3.3.2,PATCH,Add org.apache.commons.lang3.SystemUtils.IS_JAVA_1_8. Fixes LANG-989.,ggregory,,Adapt to newer Java version,Add constants/variables,Add support for a new feature,,
2014,18/03/2014,3.3,3.3.1,PATCH,,,,,,,,
2014,18/03/2014,3.3,3.3.1,PATCH,"DateUtils.getFragmentInDays(Date, Calendar.MONTH) returns wrong days. Fixes LANG-987.",djones,,,Fix wrong implementation,Bug fix,,
2014,18/03/2014,3.3,3.3.1,PATCH,DurationFormatUtils does not describe format string fully. Fixes LANG-983.,sebb,JavaDoc,Fix JavaDoc,Fix documentation,Documentation,,
2014,18/03/2014,3.3,3.3.1,PATCH,DurationFormatUtils#lexx does not detect unmatched quote char. Fixes LANG-981.,sebb,,,Fix wrong implementation,Bug fix,,
2014,18/03/2014,3.3,3.3.1,PATCH,DurationFormatUtils does not handle large durations correctly. Fixes LANG-984.,sebb,,,Fix wrong implementation,Bug fix,,
2014,18/03/2014,3.3,3.3.1,PATCH,"DurationFormatUtils.formatDuration(61999, ""s.SSSS"") - ms field size should be 4 digits. Fixes LANG-982.",sebb,,,Fix wrong implementation,Bug fix,,
2014,18/03/2014,3.3,3.3.1,PATCH,Failing tests with Java 8 b128. Fixes LANG-978.,sebb,Test,Adapt to newer Java version,Fix failing tests,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,,,,,,,,
2014,04/03/2014,3.3,3.3,MINOR,"ReflectionToStringBuilder.toString does not debug 3rd party object fields within 3rd party object. Fixes LANG-621. Thanks to Philip Hodges, Thomas Neidhart.",kinow,,toString does not debug 3rd party object fields within 3rd party object,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,Add methods for removing all invalid characters according to XML 1.0 and XML 1.1 in an input string to StringEscapeUtils. Fixes LANG-955. Thanks to Adam Hooper.,britter,,XML 1.1 and XML 1.0,Add method,Add support for a new feature,,
2014,04/03/2014,3.3,3.3,MINOR,NumericEntityEscaper incorrectly encodes supplementary characters. Fixes LANG-977. Thanks to Chris Karcher.,britter,,NumberUtils#isNumber does not allow for hex 0XABCD,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,Make some private fields final. Fixes LANG-973.,sebb,,Make private fields final,Change access modifier,Code redesign,,
2014,04/03/2014,3.3,3.3,MINOR,NumberUtils#isNumber(String) fails to reject invalid Octal numbers. Fixes LANG-971.,sebb,,,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,NumberUtils#isNumber does not allow for hex 0XABCD. Fixes LANG-972.,sebb,,,Fix wrong implementation,Bug fix,,
2014,04/03/2014,3.3,3.3,MINOR,"StringUtils.toEncodedString(byte[], Charset) needlessly throws UnsupportedEncodingException. Fixes LANG-969. Thanks to Matt Bishop.",ggregory,exception,UnsupportedEncodingException,Handle exception,Bug fix,,
